Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Persona efectúa aporte;Tipo de Aporte;Valorización en Pesos
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;María Raquel Neira Oviedo;Aportes en Dinero;20000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2016;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;nada a informar;Aportes en Dinero;0
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;10000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;150000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;157000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;192000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;29017060
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;40000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;46000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;49615688
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Partido Socialista de Chile;Aportes en Dinero;5000000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;Persona natural sin publicidad;Aportes en Dinero;30000
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;SERVEL;Aportes en Dinero;131784312
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;SERVEL;Aportes en Dinero;334797151
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2017;PP025;Partido Socialista de Chile PS;2017;Oct - Dic;SERVEL;Aportes en Dinero;394737219
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2018;PP025;Partido Socialista de Chile PS;2018;Abr - Jun;nada a informar;Aportes en Dinero;0
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2018;PP025;Partido Socialista de Chile PS;2018;Ene - Mar;nada a informar;Aportes en Dinero;0
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2018;PP025;Partido Socialista de Chile PS;2018;Jul - Sep;nada a informar;Aportes en Dinero;0
Registro de Aportes a Campañas Electorales/Aportes a campañas electorales del Partido Socialista año 2018;PP025;Partido Socialista de Chile PS;2018;Oct - Dic;nada a informar;Aportes en Dinero;0
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Pablo Terrazas;Público;1000000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;1000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;10000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;1000000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;357000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;400000
Pagina Registro de Aportes a Campañas Electorales/2017/Julio - Septiembre;PP026;Partido Unión Demócrata Independiente - UDI;2017;Jul - Sep;Persona Natural;No Público;410000
Registro de Aportes a Campañas Electorales/2017;PP027;Comunes;2018;Abr - Jun;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2017;PP027;Comunes;2018;Ene - Mar;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2017;PP027;Comunes;2018;Jul - Sep;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2017;PP027;Comunes;2018;Oct - Dic;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2016;PP027;Comunes;2019;Abr - Jun;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2019;PP027;Comunes;2019;Abr - Jun;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2018;PP027;Comunes;2019;Abr - Jun;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2016;PP027;Comunes;2019;Ene - Mar;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2018;PP027;Comunes;2019;Ene - Mar;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2019;PP027;Comunes;2019;Ene - Mar;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2018;PP027;Comunes;2019;Jul - Sep;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2019;PP027;Comunes;2019;Jul - Sep;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2016;PP027;Comunes;2019;Jul - Sep;nada a informar;nada a informar;0
Registro de Aportes a Campañas Electorales/2019;PP027;Comunes;2019;Oct - Dic;nada a informar;nada a informar;0
Pagina Registro de Aportes a Campañas Electorales/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Aporte no público;Aportes en Dinero;387827
Pagina Registro de Aportes a Campañas Electorales/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;José Pedro Donoso Pinto;Aportes en Dinero;5000000
Pagina Registro de Aportes a Campañas Electorales/2016/Octubre-Diciembre;PP028;Partido Renovación Nacional (RN);2016;Oct - Dic;Nicolás Ibañez Scott;Aportes en Dinero;24933140
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2017;Jul - Sep;Aporte no público;Aportes en Dinero;1000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección CORES - Anticipo fiscal;Aportes en Dinero;468173295
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección CORES - Fernando Fuentes Quezada;Aportes en Dinero;2036090
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección CORES - Fernando Plaza Raddatz;Aportes en Dinero;1000000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Anticipo fiscal;Aportes en Dinero;527049880
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Aporte propio;Aportes en Dinero;270000000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Fernando Plaza Raddatz;Aportes en Dinero;1500000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Myriam Samay Ormeño;Aportes en Dinero;1500000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Rocio Bastías Opazo;Aportes en Dinero;2000000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Diputados - Tomás Fuentes Barros;Aportes en Dinero;2000000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Senadores - Anticipo fiscal;Aportes en Dinero;219923899
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Senadores - Aporte propio;Aportes en Dinero;30000000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Senadores - Fernando Plaza Raddatz;Aportes en Dinero;2500000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Elección Senadores - Marcelo Gutierrez Gutierrez;Aportes en Dinero;1190000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Presidencial 1a votación - Vinka Pusich Camacho;Aportes en Dinero;600000
Pagina Registro de Aportes a Campañas Electorales/2017/Oct - Dic;PP028;Partido Renovación Nacional (RN);2017;Oct-Dic;Presidencial 2a votación - Aporte propio;Aportes en Dinero;1695950
Pagina Registro de Aportes a Campañas Electorales/2018/Abr - Jun;PP028;Partido Renovación Nacional (RN);2018;Abr - Jun;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2018/Ene - Mar;PP028;Partido Renovación Nacional (RN);2018;Ene - Mar;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;Carlos Larraín Hurtado;Aportes en Dinero;150000
Pagina Registro de Aportes a Campañas Electorales/2018/Jul - Sep;PP028;Partido Renovación Nacional (RN);2018;Jul - Sep;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2018/Oct - Dic;PP028;Partido Renovación Nacional (RN);2018;Oct - Dic;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Abr - Jun;PP028;Partido Renovación Nacional (RN);2019;Abr - Mar;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Ene - Mar;PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2019;Jul - Sep;Armin Enrique Stappung;Aportes en Dinero;150000
Pagina Registro de Aportes a Campañas Electorales/2019/Jul - Sep;PP028;Partido Renovación Nacional (RN);2019;Jul - Sep;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2019/Oct - Dic;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/Abr - Jun;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2020/Ene - Mar;PP028;Partido Renovación Nacional (RN);2020;Ene - Mar;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2020;Jul - Sep;Gonzalo Fuenzalida F;Aportes en Dinero;75000
Pagina Registro de Aportes a Campañas Electorales/2020/Jul - Sep;PP028;Partido Renovación Nacional (RN);2020;Jul - Sep;No aplica;N/A;0
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2021;Jul - Sep;José Víctor Cárcamo M.;Aportes en Dinero;200000
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2022;Jul - Sep;Jorge E. Rathgeb sch.;Aportes en Dinero;75000
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2023;Jul - Sep;Paulina Núñez Urrutia;Aportes en Dinero;1600000
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2024;Jul - Sep;Aporte no público;Aportes en Dinero;120000
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2025;Jul - Sep;Armin Enrique Stappung;Aportes en Dinero;75000
Pagina Registro de Aportes a Campañas Electorales/2017/Jul - Sep;PP028;Partido Renovación Nacional (RN);2026;Jul - Sep;Enrique Larre Asenjo;Aportes en Dinero;107100
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;ALBERTO NICOLAS ESCOBEDO;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;CAMILA ANDREA DURAN PEREZ;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;CARLA ANDREA MOSCOSO;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;CARLA JULIETA ESTRADA JOPIA;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;CATALINA ANGELICA CANELO;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;DORIS MARIANA CLERICUS;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;FLAVIO CARDEMIL MORALES;Aporte Monetario;15000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;FRANCISCA ISABEL PINO GARCIA;Aporte Monetario;15000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;GABRIEL IGNACIO RAMIREZ;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;HERNAN FELIPE ARAYA LALLANA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;KAREN ISABEL HINRECHSEN;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;KENNETH GIORGIO JACKSON;Aporte Monetario;7850771
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;LORENA PATRICIA CABRERA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;LUZ MARIA CORTINEZ O'RYAN;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;MAITE LICAN MARTINEZ RUBIO;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;MARIA FERNANDA DIAZ VIDAL;Aporte Monetario;125000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;MARIA FERNANDA MORAGA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;MARION RITA CAROLINA ILLANES;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;OSCAR ANDRES HERRERA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;PAMELA LISETTE FIERRO LOPEZ;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;PIETRO OSSA BARI;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;REMANENTE APORTES;REMANENTE APORTES PRIMARIAS PARLAMENTARIAS;945760
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;SOLEDAD ANDREA ROLANDO;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;TOMAS LEIGHTON BUNSTER;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;VALENTINA ESTEFANIA ABARCA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;VALENTINA ESTEFANIA ABARCA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Julio - Septiembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Jul - Sep;VANIA NICOLE PALMA ROJAS;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ALEJANDRA DANIELA SOTO;Aporte Monetario;15000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ALEJANDRO FRANCISCO AYALA;Aporte Monetario;60000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ANA MARIA MARGARITA;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ANA MARIA ROSA DRAGO;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ANDRES ANTONIO COUBLE;VALORIZACION USO DE VEHICULO;500000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ANTICIPO FINANCIAMIENTO;ANTICIPO FINANCIAMIENTO FISCAL PARA DIPUTADOS;65057430
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Senadores;PP029;Partido Revolución Democrática (RD);2017;Oct-  Dic;ANTICIPO FINANCIAMIENTO;ANTICIPO FINANCIAMIENTO FISCAL POR SENADORES;42852496
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre CORES;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ANTICIPO FINANCIAMIENTO FISCAL;ANTICIPO FINANCIAMIENTO FISCAL POR CONSEJEROS;56493581
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;BENITA ANGELICA GONZALEZ;Aporte Monetario;40000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARLA ANDREA MOSCOSO;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARLA ANDREA MOSCOSO;Aporte Monetario;132000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARLA ANDREA MOSCOSO;Aporte Monetario;22000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARMEN GLORIA ELISA DRAGO;Aporte Monetario;1500000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARMEN GLORIA ELISA DRAGO;Aporte Monetario;250000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARMEN GLORIA ELISA DRAGO;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CARMEN GLORIA ELISA DRAGO;Aporte Monetario;500000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CAROLINA MUÑOZ ALCAYAGA;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CAROLINA PAZ TORO BRAGG;Aporte Monetario;90000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CECILIA PAZ MILLAN LA RIVERA;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CELIAN ALFREDO ROMAN;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CELIAN ALFREDO ROMAN;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CELIAN ALFREDO ROMAN;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CELIAN EGARDO ROMAN;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CLAUDIO ANDRES OYARCE;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CLAUDIO JESU VILLAGRA TORO;Aporte Monetario;200000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;CLAUDIO JESU VILLAGRA TORO;Aporte Monetario;9440
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;DANIELA DE LOS ANGELES;Aporte Monetario;25000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;DANIEL BLAS ECHECOPAR KISIC;Aporte Monetario;100000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;DANIEL BLAS ECHECOPAR KISIC;Aporte Monetario;5000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;DAVID ALEXIS MOLL IBACACHE;Aporte Monetario;60000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ELIAS GUILLERMO FIGUEROA;Aporte Monetario;10000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;ERNESTO ANTONIO RIFFO;Aporte Monetario;40000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;FRANCISCA ISABEL PINO GARCIA;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;FRANCISCO JAVIER FERNANDEZ;Aporte Monetario;20000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;HECTOR ALEJANDRO;Aporte Monetario;22500
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;IGNACIO ANDRES TORREALBA;Aporte Monetario;10000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;IGNACIO ANDRES TORREALBA;Aporte Monetario;120000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;IGNACIO ANDRES TORREALBA;Aporte Monetario;199000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JAIME IGNACIO SAEZ ROJAS;Aporte Monetario;50000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre CORES;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JAVIER ALEJANDRO VADILLO;Aporte en Dinero;10001
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Senadores;PP029;Partido Revolución Democrática (RD);2017;Oct-  Dic;JAVIER ALEJANDRO VADILLO;Aporte Monetario;10000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JAVIER ALEJANDRO VADILLO;Aporte Monetario;30001
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JAVIER ALEJANDRO VADILLO;Aporte Monetario;44002
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JAYNE KRISTEN MORGAN;Aporte Monetario;30000
Pagina Registro de Aportes a Campañas Electorales/2017 Octubre - Diciembre Diputados;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;JORGE ANDRES SOTO;Aporte Monetario;25000
