Camino;Código del organismo;Nombre del organismo;Año informado;Trimestre informado;Tipo Elección;Año Elección;Territorio electoral;Nombre completo del candidato;Declaración de Intereses y Patrimonio
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Alcalde 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Alcaldicia;2016;PEDRO AGUIRRE CERDA;CLAUDINA NUÑEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321022A000802.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Alcalde 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Alcaldicia;2016;RANCAGUA;ALEX ANICH;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0626001A000790.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Alcalde 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Alcaldicia;2016;RECOLETA;DANIEL JADUE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321003A000832.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;AISEN;PEDRO ANTONIO ALVAREZ CONTRERAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1145001C011171.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;AISEN;YASNA MINERVA JARA AMPUERO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1145001C011125.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALGARROBO;ALEJANDRO MATIAS AVALOS VALDEBENITO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518005C009718.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALGARROBO;ELCIARIO VERGARA ALVAREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518005C009740.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALHUE;DANILO ENRIQUE SALAZAR MORALES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324002C010733.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALHUE;HUGO HILARIO LAZO SEGOVIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324002C010720.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALHUE;ROSA DEL CARMEN QUINTEROS ROJAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1324002C010748.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALTO DEL CARMEN;ANA ANTONIA VEIRA FARIAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309004C009308.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALTO DEL CARMEN;CLAUDIO WLADIMIR YAÑEZ CUELLO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309004C009230.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALTO DEL CARMEN;RAUL ENRIQUE TOLOZA ARIAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0309004C009246.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ALTO HOSPICIO;KARL HEINZ HARDER LLANOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0103002C009282.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANCUD;ALICIA DEL CARMEN NAUCO PERAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042002C010651.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANDACOLLO;HERNAN MARIN PEREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410004C009420.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANDACOLLO;JAVIER CIFUENTES GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410004C009433.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANDACOLLO;MARCOS PIZARRO PIZARRO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0410004C009431.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANGOL;MARIO ANTONIO BARRA MANRIQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0937001C010569.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANTOFAGASTA;ELIVIA DEL CARMEN SILVA IRIARTE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206001C009250.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANTOFAGASTA;GENESIS FERNANDA PIZARRO PASTENE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206001C009303.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANTOFAGASTA;LUZVENIA MARIA CABALLERO PIÑONES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206001C009237.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANTOFAGASTA;SERGIO ALBERTO AHUMADA MALDONADO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0206001C009313.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ANTUCO;HUGO JARA MERINO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835004C010057.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ARAUCO;ENZO FERNANDEZ FERNANDEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836002C010072.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ARICA;ALBERTO CRISTIAN MEDINA MAZUELOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501001C009141.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ARICA;DOLORES PAZ CAUTIVO AHUMADA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501001C009220.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ARICA;ELENA DIAZ HEVIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501001C009174.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;ARICA;OSCIEL DEL TRANSITO CONTRERAS CIFUENTES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501001C009157.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;BUIN;CRISTIAN CARTAGENA VIDAL;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1323003C010724.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;BUIN;JUAN ROJAS RAMIREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1323003C010734.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;BULNES;JOSE EDUARDO HIDALGO RICOUZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833011C010181.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;BULNES;THELMA ZANIRA GUZMAN ASENCIO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0833011C010165.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CABILDO;MARIA CRISTINA CATALDO MORALES;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0513003C009680.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CABILDO;MARIO ALVARADO OSORIO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0513003C009698.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CABRERO;CAROLINA ALEJANDRA RUBILAR DIAZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0835002C010241.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALAMA;ERIC ANDRES HERRERA HERRERA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205001C009353.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALAMA;JOSE MARDONES GALLARDO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205001C009370.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALAMA;PEDRO LUIS CASTILLO SAAVEDRA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205001C009344.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALAMA;TERESA EUGENIA BERRIOS CONTRERAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0205001C009365.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALBUCO;BRANDON JOHAN CERDA ALVARADO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1041004C010560.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALBUCO;MIGUEL ANGEL GONZALEZ CAIGUAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1041004C010582.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALDERA;JULIO CESAR EDUARDO VIÑALES GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0308002C009320.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALDERA;LUIS ALFREDO BARRIGA JARA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0308002C009349.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALDERA;OLGA CECILIA ALBORNOZ MELLA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0308002C009330.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALERA DE TANGO;RODRIGO FERNANDO FLORES MUÑOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1323002C010678.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CALLE LARGA;OSVALDO SALINAS VARGAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0514003C009706.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAMARONES;LADISLAO JACOBO GAJARDO CASTILLO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501002C009388.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAMARONES;PEDRO MIGUEL RIVERA BUSTOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1501002C009379.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CANELA;HOMERO CORTES CAMPUSANO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0412004C009395.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CANELA;JUAN MORENO VALENZUELA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0412004C009403.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CANELA;MANUEL NAVARRO VEGA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0412004C009412.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAÑETE;CARLA ANDREA FUENTES VILLAGRAN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836005C010302.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAÑETE;ELIZABETH ALMENDRAS MARICURA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836005C010327.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAÑETE;MAURICIO LIRA GONZALEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0836005C010314.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CARAHUE;ALEX DANIEL HORMAZABAL MUÑOZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938017C010423.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CARAHUE;SOL FERNANDA KAECHELE MELLADO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0938017C010477.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CARTAGENA;AMPARO LABARCA PIZARRO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518002C009458.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CARTAGENA;HUGO ZUÑIGA FARIAS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518002C009467.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CARTAGENA;SALVADOR FEDERICO BARRA PEREZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0518002C009442.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CASABLANCA;CAROLINA DEL CARMEN FARIAS CERDA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0517007C009541.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CASTRO;JOSE BERNARDO ABURTO BARRIENTOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042001C010608.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CASTRO;JOSE RENE VIDAL BARRIENTOS;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042001C010617.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CASTRO;MARCELA DEL CARMEN LOAIZA OYARZUN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1042001C010581.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CATEMU;CARLOS HUMBERTO MENESES TORO;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0515006C009496.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CATEMU;LUIS ARMANDO VERGARA VERGARA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0515006C009482.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAUQUENES;GINEZ ENRIQUE MUÑOZ ECHEVERRIA;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0732001C009872.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CAUQUENES;LUIS DE LAS NIEVES YAÑEZ MARQUEZ;http://cdn.servicioelectoral.cl/media/documentos/declaracion/0732001C009863.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CERRILLOS;EMILIA DEL CARMEN CABEZAS RECABARREN;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321014C015023.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CERRILLOS;FELIPE ALEJANDRO MARTINEZ CALDERON;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321014C010642.pdf
Pagina Declaraciones de intereses y patrimonio de candidatos/Elección de Concejales 2016;PP007;Partido Comunista de Chile (PCCH);2020;Jul - Sep;Concejal;2016;CERRO NAVIA;ASCENCION PEREZ NAVARRETE;http://cdn.servicioelectoral.cl/media/documentos/declaracion/1321011C011152.pdf
