Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Item de ingresos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio 2019;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio 2019;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio 2019;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio 2019;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio 2019;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;28423909;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;28423909;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;28828416
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;29374846;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;29608565;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;29374846;0;0;0;30214982;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Julio -Septiembre;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Abr - Jun;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;10143482;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Abr - Jun;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;200000;450000;150000;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Abr - Jun;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;986;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Abr - Jun;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Abr - Jun;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Ene - Mar;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;20424676;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Ene - Mar;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;150000;150000;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Ene - Mar;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Ene - Mar;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Ene - Mar;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;75000
Pagina Ingresos del partido político/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;300000;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;69193008;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2017/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;520000;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;88121573;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;18487203;0;13159955;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;440590;0;0
Pagina Ingresos del partido político/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;40208271;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;26000;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;129094433;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;14000;24000;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Rendimientos procedentes de las actividades del partido;Pesos;0;355094;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;40166521;0;43030640;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Cuantía global de las cuotas y aportes de sus afiliados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Ingresos procedentes de los aportes de personas naturales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Rendimientos procedentes de las actividades del partido;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Rendimientos procedentes de su propio patrimonio;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
Pagina Ingresos del partido político/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Aportes estatales regulados en la Ley N° 18603;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
