Camino;Código del organismo;Nombre del organismo;Año Informado;Trimestre Informado;Tipo de Cotización;Unidad Monetaria;Monto
Pagina Cotizaciones de sus afiliados/2019/Ene - Mar;PP028;Partido Renovación Nacional (RN);2019;Ene - Mar;Ordinaria;Pesos;13446870
Pagina Cotizaciones de sus afiliados/2019/Jul - Sep;PP028;Partido Renovación Nacional (RN);2019;Jul - Sep;Extraordinaria;Pesos;7699475
Pagina Cotizaciones de sus afiliados/2019/Jul - Sep;PP028;Partido Renovación Nacional (RN);2019;Jul - Sep;Ordinaria;Pesos;25169361
Pagina Cotizaciones de sus afiliados/2019/Oct - Dic;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Extraordinaria;Pesos;54801
Pagina Cotizaciones de sus afiliados/2019/Oct - Dic;PP028;Partido Renovación Nacional (RN);2019;Oct - Dic;Ordinaria;Pesos;21606353
Pagina Cotizaciones de sus afiliados/2020/Abr - Jun;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Abr - Jun;PP028;Partido Renovación Nacional (RN);2020;Abr - Jun;Ordinaria;Pesos;19188533
Pagina Cotizaciones de sus afiliados/2020/Ene - Mar;PP028;Partido Renovación Nacional (RN);2020;Ene - Mar;Extraordinaria;Pesos;2428000
Pagina Cotizaciones de sus afiliados/2020/Ene - Mar;PP028;Partido Renovación Nacional (RN);2020;Ene - Mar;Ordinaria;Pesos;20084221
Pagina Cotizaciones de sus afiliados/2020/Jul - Sep;PP028;Partido Renovación Nacional (RN);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Jul - Sep;PP028;Partido Renovación Nacional (RN);2020;Jul - Sep;Ordinaria;Pesos;19810738
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2017;PP029;Partido Revolución Democrática (RD);2017;Oct - Dic;Ordinarias;Pesos;8204104
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2018;PP029;Partido Revolución Democrática (RD);2018;Abr - Jun;Ordinarias;Pesos;34865302
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2018;PP029;Partido Revolución Democrática (RD);2018;Ene - Mar;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2018;PP029;Partido Revolución Democrática (RD);2018;Ene - Mar;Ordinarias;Pesos;6014805
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Jul - Sep;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2018;PP029;Partido Revolución Democrática (RD);2018;Jul - Sep;Ordinarias;Pesos;32055500
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2018;PP029;Partido Revolución Democrática (RD);2018;Oct - Dic;Ordinaria;Pesos;31475500
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2019;PP029;Partido Revolución Democrática (RD);2019;Abr - Jun;Extraordinaria;Pesos;10000
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2019;PP029;Partido Revolución Democrática (RD);2019;Abr - Jun;Ordinaria;Pesos;17392009
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2019;PP029;Partido Revolución Democrática (RD);2019;Ene - Mar;Extraordinaria;Pesos;30000
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2019;PP029;Partido Revolución Democrática (RD);2019;Ene - Mar;Ordinaria;Pesos;30962100
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2019;PP029;Partido Revolución Democrática (RD);2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2019;PP029;Partido Revolución Democrática (RD);2019;Jul - Sep;Ordinaria;Pesos;19567500
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2019;PP029;Partido Revolución Democrática (RD);2019;Oct - Dic;Extraordinaria;Pesos;310000
Pagina Cotizaciones de sus afiliados/Trimestre Octubre - Diciembre 2019;PP029;Partido Revolución Democrática (RD);2019;Oct - Dic;Ordinaria;Pesos;21487500
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2020;PP029;Partido Revolución Democrática (RD);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Abril - Junio 2020;PP029;Partido Revolución Democrática (RD);2020;Abr - Jun;Ordinaria;Pesos;25894000
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2020;PP029;Partido Revolución Democrática (RD);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Enero - Marzo 2020;PP029;Partido Revolución Democrática (RD);2020;Ene - Mar;Ordinaria;Pesos;31067500
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2020;PP029;Partido Revolución Democrática (RD);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Trimestre Julio - Septiembre 2020;PP029;Partido Revolución Democrática (RD);2020;Jul - Sep;Ordinaria;Pesos;19793497
Cotizaciones de sus afiliados/Histórico/2017 Abr - Jun;PP030;Partido Ciudadanos;2017;Abr - Jun;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2017 Abr - Jun;PP030;Partido Ciudadanos;2017;Abr - Jun;Ordinaria;Pesos;3668000
Cotizaciones de sus afiliados/Histórico/2017 Ene - Mar;PP030;Partido Ciudadanos;2017;Ene - Mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2017 Ene - Mar;PP030;Partido Ciudadanos;2017;Ene - Mar;Ordinaria;Pesos;4750000
Cotizaciones de sus afiliados/Histórico/2017 Jul - Sep;PP030;Partido Ciudadanos;2017;Jul - Sep;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2017 Jul - Sep;PP030;Partido Ciudadanos;2017;Jul - Sep;Ordinaria;Pesos;36655000
Cotizaciones de sus afiliados/Histórico/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2017 Oct - Dic;PP030;Partido Ciudadanos;2017;Oct - Dic;Ordinaria;Pesos;8099000
Cotizaciones de sus afiliados/Histórico/Abr - Jun;PP030;Partido Ciudadanos;2018;Abr - Jun;Ordinaria;Pesos;15616000
Cotizaciones de sus afiliados/Histórico/abr - jun 2018 Ciu;PP030;Partido Ciudadanos;2018;Abr - Jun;Ordinaria;Pesos;6000000
Cotizaciones de sus afiliados/Histórico/abr -jun 2018 ciu somos todos;PP030;Partido Ciudadanos;2018;Abr - Jun;Ordinaria;Pesos;9616000
Cotizaciones de sus afiliados/Histórico/abr -jun 2018 ciu somos todos;PP030;Partido Ciudadanos;2018;Ene - Mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2018 Ene - Mar;PP030;Partido Ciudadanos;2018;Ene - Mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/Abr - Jun;PP030;Partido Ciudadanos;2018;Ene - Mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/abr - jun 2018 Ciu;PP030;Partido Ciudadanos;2018;Ene - Mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Histórico/2018 Ene - Mar;PP030;Partido Ciudadanos;2018;Ene - Mar;Ordinaria;Pesos;6150000
Cotizaciones de sus afiliados/Julio - Septiembre 2018;PP030;Partido Ciudadanos;2018;jul - sep;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Julio - Septiembre 2018;PP030;Partido Ciudadanos;2018;jul - sep;Ordinaria;Pesos;20000
Cotizaciones de sus afiliados/Octubre - Diciembre 2018;PP030;Partido Ciudadanos;2018;oct-dic;Extraordinaria;Pesos;305000
Cotizaciones de sus afiliados/Octubre - Diciembre 2018;PP030;Partido Ciudadanos;2018;oct-dic;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Abril - Junio 2019;PP030;Partido Ciudadanos;2019;abr - jun;Extraordinaria;Pesos;244350
Cotizaciones de sus afiliados/Abril - Junio 2019;PP030;Partido Ciudadanos;2019;abr - jun;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Enero - Marzo 2019;PP030;Partido Ciudadanos;2019;ene-mar;Extraordinaria;Pesos;50000
Cotizaciones de sus afiliados/Enero - Marzo 2019;PP030;Partido Ciudadanos;2019;ene-mar;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Julio - Septiembre 2019;PP030;Partido Ciudadanos;2019;jul - sept;Extraordinaria;Pesos;120000
Cotizaciones de sus afiliados/Julio - Septiembre 2019;PP030;Partido Ciudadanos;2019;jul - sept;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Octubre - Diciembre 2019;PP030;Partido Ciudadanos;2019;oct - dic;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Octubre - Diciembre 2019;PP030;Partido Ciudadanos;2019;oct - dic;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Abril - Junio 2020;PP030;Partido Ciudadanos;2020;abr - jun;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Abril - Junio 2020;PP030;Partido Ciudadanos;2020;abr - jun;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Enero - Marzo 2020;PP030;Partido Ciudadanos;2020;ene - mar;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Enero - Marzo 2020;PP030;Partido Ciudadanos;2020;ene - mar;Ordinaria;Pesos;0
Cotizaciones de sus afiliados/Julio - Septiembre 2020;PP030;Partido Ciudadanos;2020;jul - sep;Extraordinaria;Pesos;0
Cotizaciones de sus afiliados/Julio - Septiembre 2020;PP030;Partido Ciudadanos;2020;jul - sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2016/Oct-Dic;PP031;Partido Todos;2016;Oct - Dic;Extraordinaria;Pesos;2683845
Pagina Cotizaciones de sus afiliados/Año 2016/Oct-Dic;PP031;Partido Todos;2016;Oct - Dic;Ordinaria;Pesos;2336224
Pagina Cotizaciones de sus afiliados/Año 2017/Abril-Junio;PP031;Partido Todos;2017;Abr - Jun;Extraordinarias;Pesos;311111
Pagina Cotizaciones de sus afiliados/Año 2017/Abril-Junio;PP031;Partido Todos;2017;Abr - Jun;Ordinarias;Pesos;50000
Pagina Cotizaciones de sus afiliados/Año 2017/Enero-Marzo;PP031;Partido Todos;2017;Ene - Mar;Extraordinaria;Pesos;5198284
Pagina Cotizaciones de sus afiliados/Año 2017/Enero-Marzo;PP031;Partido Todos;2017;Ene - Mar;Ordinaria;Pesos;100000
Pagina Cotizaciones de sus afiliados/Año 2017/Julio- Septiembre;PP031;Partido Todos;2017;Jul - Sep;Extraordinarias;Pesos;340000
Pagina Cotizaciones de sus afiliados/Año 2017/Julio- Septiembre;PP031;Partido Todos;2017;Jul - Sep;Ordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Octubre-Diciembre;PP031;Partido Todos;2017;Oct - Dic;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Octubre-Diciembre;PP031;Partido Todos;2017;Oct - Dic;Ordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Abril-Junio;PP031;Partido Todos;2018;Abr - Jun;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Abril-Junio;PP031;Partido Todos;2018;Abr - Jun;Ordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Enero-Marzo;PP031;Partido Todos;2018;Ene - Mar;Extraordinarias;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2018/Enero-Marzo;PP031;Partido Todos;2018;Ene - Mar;Ordinarias;Pesos;0
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Abril-Junio;PP032;Partido Liberal de Chile(PL);2019;Abr - Jun;Extraordinaria;Pesos;000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Abril-Junio;PP032;Partido Liberal de Chile(PL);2019;Abr - Jun;Ordinaria;Pesos;5885000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Julio-Septiembre;PP032;Partido Liberal de Chile(PL);2019;Jul - Sep;Extraordinaria;Pesos;000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Julio-Septiembre;PP032;Partido Liberal de Chile(PL);2019;Jul - Sep;Ordinaria;Pesos;6225000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Octubre-Diciembre;PP032;Partido Liberal de Chile(PL);2019;Oct - Dic;Extraordinaria;Pesos;000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2019/Trimestre Octubre-Diciembre;PP032;Partido Liberal de Chile(PL);2019;Oct - Dic;Ordinaria;Pesos;12313000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Abril-Junio;PP032;Partido Liberal de Chile(PL);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Abril-Junio;PP032;Partido Liberal de Chile(PL);2020;Abr - Jun;Ordinaria;Pesos;3291000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Enero-Marzo;PP032;Partido Liberal de Chile(PL);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Enero-Marzo;PP032;Partido Liberal de Chile(PL);2020;Ene - Mar;Ordinaria;Pesos;6805000
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Julio-Septiembre;PP032;Partido Liberal de Chile(PL);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus Afiliados/Cotizaciones de sus Afiliados 2020/Trimestre Julio-Septiembre;PP032;Partido Liberal de Chile(PL);2020;Jul - Sep;Ordinaria;Pesos;1425000
Pagina Cotizaciones de sus afiliados;PP033;Partido Amplitud;2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP033;Partido Amplitud;2017;Jul - Sep;Ordinaria;Pesos;1681545
Pagina Cotizaciones de sus afiliados/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Octubre - Diciembre 2017;PP033;Partido Amplitud;2017;Oct - Dic;Ordinaria;Pesos;180000
Pagina Cotizaciones de sus afiliados/Enero - Marzo 2018;PP033;Partido Amplitud;2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Enero - Marzo 2018;PP033;Partido Amplitud;2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2018;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2019;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados;PP034;Partido Federación Regionalista Verde Social  (FREVS);2020;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Extraordinaria;Pesos;800000
Pagina Cotizaciones de sus afiliados/2017/Trimestre Abr - Jun 2017;PP039;Partido Igualdad ](PI);2017;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2017/Trimestre Ene - Marzo 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Extraordinaria;Pesos;300000
Pagina Cotizaciones de sus afiliados/2017/Trimestre Ene - Marzo 2017;PP039;Partido Igualdad ](PI);2017;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2017/Trimestre Jul - Sep;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Extraordinaria;Pesos;300000
Pagina Cotizaciones de sus afiliados/2017/Trimestre Jul - Sep;PP039;Partido Igualdad ](PI);2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2017/Trimestre Octubre - Diciembre 2017;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Extraordinaria;Pesos;75000
Pagina Cotizaciones de sus afiliados/2017/Trimestre Octubre - Diciembre 2017;PP039;Partido Igualdad ](PI);2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Extraordinaria;Pesos;520000
Pagina Cotizaciones de sus afiliados/2018/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2018;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2018/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2018;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Extraordinaria;Pesos;26000
Pagina Cotizaciones de sus afiliados/2019/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2019;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Extraordinaria;Pesos;38000
Pagina Cotizaciones de sus afiliados/2019/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2019;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2019;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2019/Trimestre Octubre - Diciembre;PP039;Partido Igualdad ](PI);2019;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Abril - Junio;PP039;Partido Igualdad ](PI);2020;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Enero - Marzo;PP039;Partido Igualdad ](PI);2020;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/2020/Trimestre Julio - Septiembre;PP039;Partido Igualdad ](PI);2020;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones;PP040;Partido Izquierda Ciudadana;2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones/2018;PP040;Partido Izquierda Ciudadana;2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones/2018;PP040;Partido Izquierda Ciudadana;2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones/Cotizaciones enero-marzo;PP040;Partido Izquierda Ciudadana;2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones/Cotizaciones enero-marzo;PP040;Partido Izquierda Ciudadana;2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Oct - Dic;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2017;Oct - Dic;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2018;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2018;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2018;Ene - Mar;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Cotizaciones de sus afiliados;PP046;Partido Pais;2018;Ene - Mar;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Abril - Junio;PP047;Partido de Trabajadores Revolucionarios;2017;Abr - Jun;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Abril - Junio;PP047;Partido de Trabajadores Revolucionarios;2017;Abr - Jun;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Julio - Septiembre;PP047;Partido de Trabajadores Revolucionarios;2017;Jul - Sep;Extraordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Julio - Septiembre;PP047;Partido de Trabajadores Revolucionarios;2017;Jul - Sep;Ordinaria;Pesos;0
Pagina Cotizaciones de sus afiliados/Año 2017/Octubre - Diciembre;PP047;Partido de Trabajadores Revolucionarios;2017;Oct - Dic;Extraordinaria;Pesos;0
